@relation winequality-red-weka.filters.unsupervised.instance.RemovePercentage-P34.0-V_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A12-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute class {3,4,5,6,7,8}

@data
0.076404,0.198426,0.005248,-0.028295,-0.085622,-0.002796,-0.02032,-0.018713,0.058589,0.107392,-0.075284,5
0.049486,0.208019,-0.029682,-0.032891,-0.030177,0.006573,-0.032224,0.010308,0.096586,0.113395,-0.044937,6
0.076404,0.198426,0.005248,-0.028295,-0.085622,-0.002796,-0.02032,-0.018713,0.058589,0.107392,-0.075284,5
0.062608,0.195141,-0.073605,-0.020123,-0.026143,0.034419,-0.03941,-0.042312,0.093823,0.148882,-0.081689,6
0.056225,0.241515,-0.018374,-0.026016,-0.045585,-0.028622,-0.035751,-0.012464,0.074534,0.141783,-0.095103,6
0.049486,0.208019,-0.029682,-0.032891,-0.030177,0.006573,-0.032224,0.010308,0.096586,0.113395,-0.044937,6
0.03343,0.220704,-0.053522,-0.015828,-0.005967,0.020374,-0.00032,-0.023227,0.092279,0.055139,-0.103239,5
0.02324,0.203566,-0.030681,-0.001169,-0.059434,-0.012745,0.000897,0.011663,0.088266,0.094292,-0.068476,8
0.065179,0.242602,-0.030121,-0.018059,-0.068363,-0.014482,-0.022373,-0.006225,0.093641,0.12384,-0.092848,6
0.094254,0.245923,0.002562,-0.007877,-0.085683,-0.054136,-0.007473,-0.037528,0.126372,0.147669,-0.065155,7
0.084247,0.217693,-0.04143,-0.027428,-0.051194,-0.015842,-0.022642,-0.001631,0.088729,0.140188,-0.121491,7
0.116718,0.244995,-0.074169,-0.059452,-0.006038,-0.028729,-0.052586,0.022617,0.118332,0.094168,-0.141841,7
0.09672,0.215009,-0.023794,-0.038023,-0.049976,-0.001111,-0.01549,-0.030306,0.125482,0.079307,-0.098701,6
0.094364,0.196675,-0.038964,-0.003171,-0.072385,0.008153,-0.021003,0.001754,0.098264,0.13982,-0.053836,5
0.099441,0.217943,-0.044241,-0.054587,-0.053368,-0.007893,0.00012,0.003557,0.102733,0.10537,-0.11639,5
0.08385,0.211866,-0.034366,-0.040268,-0.044557,0.012348,-0.001918,-0.013107,0.092636,0.085748,-0.112844,6
0.072975,0.223082,-0.022548,-0.025702,-0.069288,0.002579,-0.019085,-0.014328,0.076954,0.145088,-0.081036,6
0.072975,0.223082,-0.022548,-0.025702,-0.069288,0.002579,-0.019085,-0.014328,0.076954,0.145088,-0.081036,6
0.103565,0.192678,-0.063396,-0.143558,-0.044224,0.004386,0.104226,0.005876,0.02589,0.098969,-0.063228,6
0.098951,0.200058,-0.042855,-0.063166,-0.033801,0.029813,-0.037142,-0.00734,0.098514,0.084049,-0.092516,6
0.075319,0.253415,-0.010014,-0.055014,-0.052867,-0.009675,-0.042202,0.0074,0.075685,0.118001,-0.082466,7
0.116689,0.226592,-0.050745,-0.032428,-0.035495,0.014851,-0.052067,0.023517,0.044536,0.108776,-0.100558,5
0.095905,0.2768,-0.015249,-0.039386,-0.033309,-0.054392,-0.030549,-0.01657,0.117302,0.192228,-0.130897,8
0.086843,0.22972,-0.016876,-0.058412,-0.042967,-0.011759,-0.038323,-0.026261,0.072637,0.10623,-0.091761,5
0.101513,0.190482,-0.032747,-0.036131,-0.042926,0.029805,-0.021771,-0.026123,0.102183,0.113224,-0.067214,5
0.075319,0.253415,-0.010014,-0.055014,-0.052867,-0.009675,-0.042202,0.0074,0.075685,0.118001,-0.082466,7
0.06914,0.207807,-0.003364,-0.021346,-0.058676,-0.024004,-0.043876,-0.037435,0.053932,0.107005,-0.045661,3
0.085332,0.234259,-0.033869,-0.050858,-0.050916,-0.00096,-0.045834,-0.01165,0.069269,0.139902,-0.10001,6
0.058705,0.203331,-0.01631,-0.054354,-0.027988,0.010434,-0.020824,-0.020811,0.09213,0.078355,-0.087896,5
0.089293,0.230803,-0.032758,-0.021777,-0.067945,-0.012196,-0.019424,0.009318,0.06651,0.143825,-0.117042,5
0.046562,0.258712,-0.050587,0.009095,0.007634,0.008105,-0.010724,-0.06038,0.026591,0.111451,-0.050975,5
0.034171,0.186889,-0.01819,-0.021369,-0.06362,0.009142,0.001796,0.007597,0.081944,0.078488,-0.075761,6
0.106066,0.184328,-0.000291,-0.071403,-0.053549,-0.013285,-0.050743,0.040575,0.079211,0.083294,-0.047532,5
0.085833,0.241024,-0.052057,-0.026794,-0.054631,0.008202,-0.030922,-0.009515,0.116082,0.128998,-0.085674,6
0.104958,0.273987,-0.068551,-0.039086,-0.036208,-0.040388,-0.03867,0.013596,0.116,0.160244,-0.152891,6
0.051581,0.203226,-0.004218,-0.035208,-0.066272,-0.004963,-0.028171,-0.01165,0.047897,0.09984,-0.060596,6
0.077649,0.154999,-0.088405,-0.014226,-0.044722,0.027725,-0.016446,-0.045224,0.133938,0.125984,-0.090259,5
0.095478,0.208008,-0.017711,-0.005925,-0.08562,-0.002826,-0.004286,0.001756,0.083661,0.124423,-0.080701,5
0.084127,0.225353,-0.060458,-0.02684,-0.041396,0.004588,-0.026881,-0.013258,0.106646,0.144391,-0.092132,6
0.104146,0.18708,-0.035979,-0.005342,-0.070213,-0.010899,-0.019976,0.01741,0.102379,0.122186,-0.053706,6
0.058109,0.208245,-0.035004,-0.03361,-0.045359,-0.024193,-0.038177,0.016237,0.075039,0.105409,-0.090851,5
0.053768,0.177033,-0.034042,-0.034543,-0.054183,-0.00809,-0.026761,0.029058,0.076555,0.080039,-0.057965,6
0.072041,0.232097,-0.024862,-0.041748,-0.044392,0.003592,-0.011548,-0.031297,0.116437,0.086284,-0.094696,5
0.072586,0.195369,-0.01757,-0.051095,-0.05466,0.010386,-0.023981,0.020455,0.065557,0.078262,-0.084104,5
0.062714,0.212136,-0.04843,-0.041291,-0.049511,-0.021793,-0.028188,0.05046,0.106694,0.086365,-0.075206,6
0.072041,0.232097,-0.024862,-0.041748,-0.044392,0.003592,-0.011548,-0.031297,0.116437,0.086284,-0.094696,5
0.082885,0.208856,-0.025496,-0.037885,-0.035459,-0.004813,-0.010886,-0.011239,0.135401,0.075314,-0.094272,6
0.052548,0.139162,0.154121,-0.033191,0.069309,0.010083,0.034867,0.082725,0.135703,0.132515,-0.120514,5
0.050448,0.236809,-0.048113,-0.041029,-0.028662,-0.017524,-0.02083,0.031132,0.095778,0.117966,-0.105858,8
0.033887,0.190718,-0.041978,-0.057017,-0.038799,-0.017774,0.008984,0.022397,0.082067,0.085972,-0.053081,5
0.031744,0.189947,-0.04356,-0.057571,-0.038196,-0.017226,0.007679,0.0221,0.081896,0.088602,-0.051198,5
0.085444,0.285538,-0.035898,-0.035252,-0.040226,-0.023738,0.001506,-0.006246,0.10105,0.174831,-0.145817,6
0.057562,0.209846,-0.028174,-0.018533,-0.053121,-0.009894,-0.026484,-0.043342,0.090602,0.107762,-0.102892,5
0.057562,0.209846,-0.028174,-0.018533,-0.053121,-0.009894,-0.026484,-0.043342,0.090602,0.107762,-0.102892,5
0.060958,0.217562,-0.020102,-0.024483,-0.060225,0.002056,-0.027789,-0.044976,0.091595,0.101885,-0.103658,6
0.109685,0.191614,-0.039608,-0.033122,-0.064781,0.002648,-0.051685,0.025939,0.101642,0.144351,-0.035817,7
0.078645,0.20546,-0.020059,-0.048517,-0.042243,-0.003523,-0.040637,0.013836,0.082904,0.096761,-0.079188,6
0.093866,0.215099,-0.044573,-0.035369,-0.031027,-0.006242,-0.038463,-0.035838,0.118183,0.133358,-0.076529,6
0.099959,0.253054,-0.064536,-0.031887,-0.040722,-0.034639,-0.046962,0.016527,0.10412,0.158113,-0.133233,7
0.087478,0.256737,-0.072365,-0.034169,-0.029265,-0.03643,-0.04891,0.024755,0.111266,0.157169,-0.127187,7
0.1359,0.268782,-0.030422,-0.057124,-0.028529,-0.009374,-0.062029,-0.021348,0.111292,0.131824,-0.064974,6
0.134677,0.216151,0.004016,-0.01077,0.038598,0.012957,-0.014834,0.041234,0.102868,0.158866,-0.150342,6
0.071101,0.214414,-0.026688,-0.022016,-0.057501,-0.0129,-0.016219,0.009192,0.085248,0.114174,-0.111568,8
0.078641,0.19416,-0.021866,-0.057791,-0.033063,0.014667,-0.046164,-0.010154,0.068865,0.077037,-0.063532,6
0.112318,0.233472,-0.070478,-0.030293,-0.016977,0.05079,-0.032426,0.017092,0.088994,0.127843,-0.065805,5
0.071101,0.214414,-0.026688,-0.022016,-0.057501,-0.0129,-0.016219,0.009192,0.085248,0.114174,-0.111568,8
0.1359,0.268782,-0.030422,-0.057124,-0.028529,-0.009374,-0.062029,-0.021348,0.111292,0.131824,-0.064974,6
0.078641,0.19416,-0.021866,-0.057791,-0.033063,0.014667,-0.046164,-0.010154,0.068865,0.077037,-0.063532,6
0.066038,0.234137,-0.025852,-0.022429,0.00217,0.00239,-0.034889,0.009166,0.108576,0.206236,-0.073873,7
0.066038,0.234137,-0.025852,-0.022429,0.00217,0.00239,-0.034889,0.009166,0.108576,0.206236,-0.073873,7
0.069396,0.206515,-0.047209,-0.036606,-0.049719,-0.024923,-0.023365,0.049524,0.106971,0.08476,-0.07705,7
0.076749,0.197081,-0.046113,-0.038112,-0.053951,-0.024091,-0.024199,0.055932,0.109649,0.078351,-0.076436,7
0.065598,0.259576,-0.05237,-0.0295,-0.036008,-0.031349,-0.031027,-0.004922,0.101743,0.156592,-0.114205,7
0.077361,0.19875,-0.043806,-0.03944,-0.05381,-0.026819,-0.030912,0.05198,0.099787,0.084157,-0.076302,7
0.041356,0.206367,-0.019721,-0.041296,-0.049163,-0.027256,-0.034024,-0.036071,0.08905,0.11138,-0.060564,6
0.090124,0.219007,-0.037958,-0.034312,-0.052847,0.028642,-0.0234,-0.026249,0.110449,0.115189,-0.065459,6
0.087036,0.203806,-0.037702,-0.000415,-0.084661,-0.007099,-0.012385,0.006317,0.089211,0.161493,-0.085606,7
0.072506,0.141256,-0.01087,0.016536,-0.050042,-0.007243,0.014605,0.011104,0.100449,0.123344,-0.092636,5
0.090124,0.219007,-0.037958,-0.034312,-0.052847,0.028642,-0.0234,-0.026249,0.110449,0.115189,-0.065459,6
0.066629,0.19451,-0.044215,-0.025471,-0.050192,0.003455,0.012196,0.007351,0.088756,0.09326,-0.069196,6
0.061082,0.254458,-0.044448,-0.038456,-0.05055,-0.02002,-0.011483,-0.023248,0.085585,0.146922,-0.114887,7
0.061082,0.254458,-0.044448,-0.038456,-0.05055,-0.02002,-0.011483,-0.023248,0.085585,0.146922,-0.114887,7
0.094855,0.22428,-0.01855,-0.029799,0.049845,-0.024807,-0.02426,0.01707,0.099814,0.110267,0.000903,5
0.115715,0.231303,0.000194,-0.048747,-0.064359,-0.045805,-0.026268,-0.005305,0.129361,0.146736,-0.096917,6
0.072627,0.17726,-0.017315,-0.068167,-0.057476,-0.011364,0.021256,-0.037292,0.049202,0.095522,-0.065808,3
0.116234,0.212473,-0.028072,-0.023779,-0.071001,-0.006096,-0.011236,0.034144,0.088037,0.121203,-0.116162,6
0.097562,0.239713,-0.067102,-0.030898,-0.011407,0.030182,-0.04458,0.00624,0.064437,0.140098,-0.062056,5
0.093635,0.174043,-0.025377,-0.047218,-0.046608,-0.017737,-0.043404,0.042431,0.068118,0.102381,-0.062315,6
0.070422,0.202906,-0.022289,-0.057902,-0.027726,0.008623,-0.056776,-0.009164,0.028706,0.099104,-0.058794,5
0.103959,0.201853,-0.072885,-0.022994,-0.010041,0.017098,-0.046557,0.019348,0.069122,0.123319,-0.012408,5
0.119233,0.21002,-0.041384,0.017367,-0.031876,0.03104,-0.014335,-0.008147,0.051438,0.107529,-0.04964,5
0.106717,0.217137,-0.035917,0.006314,-0.025792,0.001841,-0.013682,-0.001188,0.054616,0.08878,-0.060196,5
0.101918,0.186463,-0.032765,-0.04241,-0.055584,0.021357,-0.021149,-0.022305,0.120373,0.12317,-0.060344,5
0.097562,0.239713,-0.067102,-0.030898,-0.011407,0.030182,-0.04458,0.00624,0.064437,0.140098,-0.062056,5
0.095477,0.247155,-0.06616,-0.044627,-0.011988,0.021816,-0.044907,0.003899,0.062838,0.145487,-0.077834,6
0.042477,0.183118,-0.033352,-0.052563,-0.020892,0.037543,-0.052287,-0.008586,0.05483,0.116367,-0.031263,6
0.065426,0.190575,-0.026592,-0.014515,-0.041531,-0.001349,0.004054,-0.020497,0.106295,0.076266,-0.098984,5
0.113059,0.209466,-0.009013,-0.060148,-0.054207,-0.003803,-0.036573,0.054674,0.093748,0.047875,-0.078546,6
0.104399,0.21278,-0.005306,-0.029471,-0.077794,0.004735,-0.013044,0.000166,0.089986,0.105375,-0.076315,5
0.104399,0.21278,-0.005306,-0.029471,-0.077794,0.004735,-0.013044,0.000166,0.089986,0.105375,-0.076315,5
0.140623,0.219326,-0.054528,-0.018433,-0.079464,0.005391,-0.007679,0.036199,0.127364,0.122287,-0.143612,6
0.108967,0.206677,-0.004362,-0.054127,-0.065255,0.024057,-0.019087,-0.007944,0.099778,0.093132,-0.083363,6
0.113059,0.209466,-0.009013,-0.060148,-0.054207,-0.003803,-0.036573,0.054674,0.093748,0.047875,-0.078546,6
0.065426,0.190575,-0.026592,-0.014515,-0.041531,-0.001349,0.004054,-0.020497,0.106295,0.076266,-0.098984,5
0.068484,0.225684,-0.048886,-0.061494,-0.018862,-0.036835,-0.043117,-0.033406,0.112387,0.110362,-0.095154,6
0.131349,0.231989,0.032622,-0.023252,-0.062281,-0.024208,-0.016811,0.031405,0.129659,0.130038,-0.108729,7
0.071644,0.234178,0.009431,-0.041382,-0.033577,-0.036029,-0.023702,-0.013841,0.072609,0.161019,-0.102506,5
0.087035,0.189547,-0.022217,-0.044254,-0.032962,0.015054,-0.015989,-0.011208,0.103935,0.103422,-0.073533,5
0.052367,0.224496,0.015386,-0.042895,0.000717,-0.014485,-0.021912,0.016123,0.106563,0.1309,-0.110117,6
0.053031,0.202421,-0.040667,-0.022393,-0.034422,-0.009663,-0.006952,-0.031951,0.111039,0.090345,-0.108056,5
0.097876,0.227612,-0.039689,-0.021699,-0.057027,0.000689,-0.004131,-0.016124,0.150463,0.105498,-0.085683,6
0.015856,0.163427,-0.011639,-0.002554,-0.086301,-0.009095,-0.001302,0.005167,0.083382,0.079646,-0.038336,6
0.062832,0.209437,-0.045592,-0.006634,-0.025183,0.053369,-0.009378,-0.025533,0.067389,0.117123,-0.046394,5
0.071153,0.206551,-0.027786,-0.068681,-0.022883,-0.00002,-0.053149,-0.002643,0.082882,0.077469,-0.065385,6
0.077187,0.210042,-0.022538,-0.039636,-0.053594,-0.019253,-0.036712,0.030815,0.094393,0.096017,-0.079025,6
0.106631,0.186338,-0.034218,-0.002722,-0.074813,0.005771,-0.014747,0.016021,0.107213,0.119835,-0.060305,6
0.083924,0.199811,-0.030733,-0.061815,-0.046084,-0.012759,0.003471,-0.025687,0.039476,0.104128,-0.087268,6
0.080583,0.187192,-0.031284,-0.046788,-0.027324,0.029364,-0.014973,0.000414,0.094379,0.061074,-0.112331,6
0.088674,0.196828,-0.02728,-0.034834,-0.040994,0.015029,-0.005617,0.014885,0.107593,0.082267,-0.085888,6
0.076748,0.201982,-0.031922,-0.033051,-0.039348,0.018945,-0.00028,0.009401,0.115028,0.08172,-0.08557,6
0.123547,0.237764,-0.100531,-0.025111,0.020159,-0.052449,-0.089583,-0.066126,0.07212,0.167394,-0.096025,5
0.0957,0.211102,0.004194,-0.018897,-0.091457,-0.026974,0.003785,-0.015187,0.168774,0.135036,-0.072799,5
0.0957,0.211102,0.004194,-0.018897,-0.091457,-0.026974,0.003785,-0.015187,0.168774,0.135036,-0.072799,5
0.078979,0.257449,0.000008,-0.056334,-0.048918,0.014473,-0.001246,-0.022908,0.115198,0.150021,-0.113083,6
0.09727,0.209209,0.004233,-0.017733,-0.092747,-0.028331,0.004271,-0.014675,0.169255,0.135268,-0.072955,5
0.078979,0.257449,0.000008,-0.056334,-0.048918,0.014473,-0.001246,-0.022908,0.115198,0.150021,-0.113083,6
0.163804,0.264239,0.013754,-0.035925,-0.07961,-0.039194,-0.032958,0.010893,0.130157,0.137892,-0.098162,6
0.101926,0.222418,-0.016654,-0.017111,-0.079599,-0.034714,-0.017834,-0.02254,0.116159,0.132992,-0.10711,5
0.100781,0.216628,-0.032825,0.008705,-0.02412,0.013556,-0.017967,-0.009221,0.049246,0.089379,-0.055142,5
0.059468,0.210958,-0.04984,-0.006486,-0.016955,0.050401,-0.011515,-0.03245,0.073911,0.128214,-0.043883,5
0.07203,0.221633,-0.033339,-0.04443,-0.025494,0.041695,-0.032418,0.002277,0.046415,0.118547,-0.079433,6
0.163804,0.264239,0.013754,-0.035925,-0.07961,-0.039194,-0.032958,0.010893,0.130157,0.137892,-0.098162,6
0.101926,0.222418,-0.016654,-0.017111,-0.079599,-0.034714,-0.017834,-0.02254,0.116159,0.132992,-0.10711,5
0.111429,0.188307,-0.015535,-0.09687,-0.048456,-0.004344,0.022254,-0.037711,0.064435,0.094336,-0.084898,6
0.111429,0.188307,-0.015535,-0.09687,-0.048456,-0.004344,0.022254,-0.037711,0.064435,0.094336,-0.084898,6
0.13297,0.218123,-0.028897,-0.099729,-0.059797,-0.028122,0.02275,-0.007183,0.0588,0.125166,-0.089903,6
0.133245,0.22409,-0.050587,-0.058677,-0.033025,0.013697,-0.042097,0.011681,0.060354,0.126968,-0.12911,6
0.10629,0.211709,-0.010821,-0.039313,-0.056794,-0.030719,-0.043669,0.035421,0.108853,0.1073,-0.065735,6
0.133245,0.22409,-0.050587,-0.058677,-0.033025,0.013697,-0.042097,0.011681,0.060354,0.126968,-0.12911,6
0.07096,0.212449,-0.019819,-0.027232,-0.060535,0.020526,-0.013768,0.015336,0.075124,0.098,-0.09816,5
0.084777,0.203202,-0.020382,-0.022468,-0.054221,-0.014622,-0.041095,-0.030376,0.069578,0.111003,-0.067251,4
0.098167,0.209055,-0.01633,-0.011402,-0.044871,0.008182,-0.017888,0.015677,0.082436,0.099507,-0.064414,6
0.099923,0.157687,-0.027196,-0.016883,-0.075468,0.00667,-0.023181,0.031609,0.102882,0.127631,-0.059616,6
0.115196,0.179757,-0.014441,-0.043479,-0.068557,-0.006303,-0.013176,-0.00586,0.084615,0.094121,-0.108223,4
0.110135,0.229016,-0.019331,-0.003741,-0.020157,-0.001948,-0.022192,-0.003199,0.047377,0.084385,-0.063049,5
0.111516,0.23855,-0.020484,-0.005312,-0.018619,-0.005113,-0.021124,-0.006568,0.05254,0.089188,-0.068134,5
0.071533,0.18852,-0.024715,-0.008781,-0.06587,0.025416,-0.016688,-0.00122,0.069094,0.107583,-0.089329,6
0.092262,0.191043,0.003582,-0.027348,-0.090549,-0.007716,-0.017765,-0.027162,0.075578,0.104662,-0.085671,5
0.092262,0.191043,0.003582,-0.027348,-0.090549,-0.007716,-0.017765,-0.027162,0.075578,0.104662,-0.085671,5
0.077971,0.189911,0.005199,-0.028231,-0.08105,-0.000145,-0.020121,-0.028504,0.067311,0.097096,-0.081699,5
0.059096,0.177245,-0.031667,-0.004233,-0.078249,0.008866,0.006081,0.01529,0.09378,0.091833,-0.092764,7
0.123869,0.165966,-0.043492,-0.028044,-0.07541,0.04261,-0.043489,0.011436,0.106058,0.18026,-0.035842,7
0.0982,0.206345,-0.016289,-0.059859,-0.027913,-0.002044,-0.039648,-0.000605,0.069521,0.076956,-0.081236,6
0.075873,0.199104,-0.043105,-0.029177,-0.046558,-0.012919,-0.012634,0.040688,0.112863,0.100026,-0.061625,7
0.098303,0.227578,-0.04971,-0.01718,-0.006374,0.001503,-0.006091,-0.036613,0.072528,0.077303,-0.074886,5
0.154395,0.259537,-0.09104,-0.049362,-0.01138,-0.030348,-0.069097,0.026448,0.079797,0.158448,-0.159723,8
0.036868,0.217648,-0.025695,-0.028073,-0.045727,0.010546,-0.013468,0.019036,0.096274,0.092166,-0.098483,7
0.096931,0.218559,-0.019617,-0.028667,-0.036291,0.010793,-0.038505,-0.013859,0.051822,0.109139,-0.064215,5
0.110689,0.279598,-0.085129,0.042534,0.003047,0.008968,0.009465,-0.005128,0.043558,0.10282,-0.127345,6
0.096931,0.218559,-0.019617,-0.028667,-0.036291,0.010793,-0.038505,-0.013859,0.051822,0.109139,-0.064215,5
0.066491,0.212039,0.011583,-0.043392,-0.033633,-0.003365,-0.033165,-0.019963,0.048861,0.101286,-0.058752,5
0.090327,0.190399,-0.029757,-0.053755,-0.030405,0.014136,-0.032957,-0.038004,0.087883,0.111125,-0.083999,5
0.096763,0.193348,0.028529,-0.009371,0.028951,0.011556,-0.006595,-0.003068,0.086854,0.13559,-0.070193,5
0.058343,0.18423,-0.01067,-0.005423,-0.077694,-0.002446,-0.011207,-0.003964,0.089073,0.082901,-0.074964,6
0.054349,0.196169,-0.033114,-0.008411,-0.063303,-0.034918,-0.016833,-0.025886,0.085751,0.114299,-0.087977,6
0.078624,0.208367,-0.026153,-0.02902,-0.039995,0.012053,-0.005212,-0.021458,0.092469,0.075578,-0.114554,6
0.052505,0.177339,-0.022589,-0.016093,-0.070649,-0.009486,-0.005224,-0.020039,0.116188,0.099084,-0.06323,6
0.061516,0.21599,-0.045409,-0.034968,-0.021755,-0.022483,-0.020455,-0.068921,0.089342,0.117979,-0.112561,4
0.080634,0.169873,-0.003352,-0.004819,-0.088654,-0.005791,-0.015635,-0.013804,0.086653,0.095158,-0.059295,6
0.069565,0.19362,-0.022349,-0.053558,-0.023123,0.006702,-0.018214,-0.042336,0.116186,0.077952,-0.103974,5
0.080634,0.169873,-0.003352,-0.004819,-0.088654,-0.005791,-0.015635,-0.013804,0.086653,0.095158,-0.059295,6
0.080965,0.205871,-0.019091,-0.034584,-0.02233,0.030147,0.001358,-0.010231,0.104395,0.062083,-0.07854,6
0.078673,0.195045,-0.01039,-0.053196,-0.033692,0.012202,-0.020559,-0.013472,0.096663,0.067195,-0.088545,6
0.091157,0.230384,-0.021278,-0.045957,-0.023614,-0.027158,-0.036388,0.023843,0.104083,0.148487,-0.118567,7
0.091131,0.217395,-0.02498,-0.04324,-0.037817,0.03025,-0.031715,-0.019157,0.075812,0.139732,-0.087145,6
0.118068,0.253289,0.026932,-0.058853,-0.025655,-0.005007,-0.027526,-0.018521,0.106788,0.11072,-0.065342,6
0.143752,0.258936,-0.031051,-0.063039,-0.030712,0.019856,-0.046758,0.014855,0.084372,0.131877,-0.147083,6
0.08491,0.188902,-0.014148,-0.037424,-0.047477,0.035182,-0.043676,0.003899,0.027805,0.111282,-0.061761,5
0.062481,0.188622,0.006618,-0.01388,-0.087395,0.006222,0.001541,-0.008001,0.091286,0.092769,-0.078761,5
0.086278,0.18759,-0.041967,-0.04854,-0.030448,0.027325,-0.021022,-0.013846,0.119137,0.091872,-0.104158,6
0.048289,0.20264,-0.045851,-0.033758,-0.030909,0.0052,-0.034411,0.008415,0.07321,0.081403,-0.085435,5
0.064614,0.230989,-0.094468,-0.016196,0.017249,-0.046508,0.045683,0.024446,0.170994,0.043272,-0.051095,6
0.111359,0.204406,-0.02421,-0.037032,-0.04792,-0.004861,-0.067376,-0.034268,0.054741,0.136453,-0.045511,5
0.111359,0.204406,-0.02421,-0.037032,-0.04792,-0.004861,-0.067376,-0.034268,0.054741,0.136453,-0.045511,5
0.044234,0.176918,-0.042301,-0.019915,-0.055131,-0.003208,-0.008284,0.029232,0.105398,0.092388,-0.062796,6
0.077507,0.222903,-0.006024,-0.054762,-0.065988,-0.004692,-0.008449,-0.007923,0.092888,0.101177,-0.076378,5
0.057205,0.171888,-0.020435,-0.029569,-0.060766,-0.00464,-0.004055,0.019045,0.099172,0.074287,-0.071748,5
0.118526,0.21465,-0.017903,0.001881,-0.008064,-0.000224,-0.005517,0.003131,0.081925,0.06408,-0.077975,5
0.114627,0.214327,-0.017159,-0.003764,-0.006972,-0.003354,-0.006652,0.001607,0.083252,0.06368,-0.079807,5
0.078197,0.185473,-0.030825,-0.018021,-0.055364,0.006504,-0.000195,-0.017531,0.103319,0.078471,-0.097794,5
0.113569,0.234536,-0.055311,-0.065223,-0.021318,-0.014979,-0.058968,0.023192,0.123545,0.13042,-0.086303,6
0.119755,0.214425,0.002751,-0.083586,0.008761,0.023321,-0.020926,-0.001284,0.125933,0.105899,-0.083044,5
0.119755,0.214425,0.002751,-0.083586,0.008761,0.023321,-0.020926,-0.001284,0.125933,0.105899,-0.083044,5
0.079487,0.197259,-0.00555,-0.058433,-0.047707,0.004349,-0.029571,-0.031337,0.066386,0.085722,-0.085745,5
0.079487,0.197259,-0.00555,-0.058433,-0.047707,0.004349,-0.029571,-0.031337,0.066386,0.085722,-0.085745,5
0.078778,0.191369,-0.019121,-0.04129,-0.035537,0.00249,-0.01139,-0.009793,0.079689,0.077813,-0.091119,6
0.085195,0.207992,-0.050297,-0.020993,-0.009723,0.010326,0.001291,-0.029295,0.081252,0.086994,-0.081108,5
0.078778,0.191369,-0.019121,-0.04129,-0.035537,0.00249,-0.01139,-0.009793,0.079689,0.077813,-0.091119,6
0.078091,0.189738,-0.001723,-0.042927,-0.059982,-0.001188,-0.01557,0.01259,0.051862,0.091921,-0.082426,5
0.102228,0.199209,-0.03256,-0.0444,-0.034295,0.040164,-0.015185,0.00857,0.095955,0.10307,-0.110958,6
0.166084,0.263443,-0.013097,-0.039697,-0.035378,-0.049344,-0.035694,-0.043257,0.127697,0.115497,-0.077329,4
0.102412,0.176582,-0.061492,-0.01094,-0.039691,0.073932,-0.022861,0.003255,0.08087,0.10911,-0.062866,5
0.084863,0.155773,-0.070016,-0.018454,-0.044375,0.005474,-0.019436,-0.042056,0.127971,0.109411,-0.101243,5
0.138053,0.213483,-0.04994,0.027799,-0.020153,-0.019771,-0.008822,-0.051412,0.091762,0.101548,-0.057277,5
0.134818,0.212491,-0.052711,0.026485,-0.020314,-0.016661,-0.010587,-0.052915,0.09313,0.103035,-0.057015,5
0.096449,0.205191,-0.052009,-0.063921,-0.021141,-0.030841,-0.006118,-0.047718,0.1039,0.108449,-0.108178,7
0.041449,0.18715,-0.083304,-0.039005,-0.01133,-0.003946,-0.035004,0.067765,0.132862,0.079434,-0.033321,6
0.084808,0.189067,-0.017862,-0.036206,-0.049258,-0.010148,-0.050703,-0.017959,0.066506,0.109324,-0.060835,5
0.105334,0.199247,-0.022936,-0.030121,-0.040952,-0.015152,-0.058038,-0.021439,0.063268,0.112088,-0.051082,5
0.084808,0.189067,-0.017862,-0.036206,-0.049258,-0.010148,-0.050703,-0.017959,0.066506,0.109324,-0.060835,5
0.105334,0.199247,-0.022936,-0.030121,-0.040952,-0.015152,-0.058038,-0.021439,0.063268,0.112088,-0.051082,5
0.084808,0.189067,-0.017862,-0.036206,-0.049258,-0.010148,-0.050703,-0.017959,0.066506,0.109324,-0.060835,5
0.090208,0.188589,0.014167,-0.073805,0.003124,-0.006366,-0.005152,0.007381,0.118402,0.103176,-0.114483,7
0.099341,0.198783,-0.016276,-0.066135,-0.01573,-0.002621,-0.014425,-0.008372,0.107104,0.088517,-0.113035,5
0.096556,0.219231,-0.042263,-0.046369,-0.035427,-0.015984,-0.025,-0.035289,0.138455,0.099327,-0.125345,4
0.09365,0.215522,-0.035877,-0.035807,-0.035381,-0.010379,-0.030466,0.006868,0.098949,0.112393,-0.115502,7
0.126805,0.235742,0.002004,0.032928,0.06476,0.0091,0.035132,0.041689,0.101021,0.117565,-0.143463,6
0.050849,0.218768,-0.01906,-0.022591,-0.062163,0.040675,0.025459,-0.019901,0.094865,0.080581,-0.097297,5
0.187572,0.272831,-0.044381,-0.015837,-0.035201,-0.015643,-0.041269,-0.045204,0.121054,0.125519,-0.040511,5
