@relation 'vote-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-Afirst-last-R2-Fyyyy-MM-dd\'T\'HH:mm:ss_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A17-N200-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Class {democrat,republican}

@data
0.047243,0.071657,-0.112394,0.035213,-0.103663,-0.006047,-0.060483,0.08382,0.056249,0.030016,0.049594,0.061638,-0.02176,-0.073926,-0.076915,0.186482,democrat
-0.025593,-0.051007,0.004854,-0.106756,-0.077483,-0.056914,0.076276,-0.000325,-0.111468,-0.054468,-0.059402,0.032052,-0.142098,-0.107081,-0.094168,-0.018581,democrat
-0.016528,-0.060518,-0.02633,-0.222759,-0.042924,-0.145543,0.117012,0.074786,-0.108782,-0.155137,-0.119744,0.021752,-0.217547,-0.125229,-0.144238,0.006059,democrat
-0.082382,-0.074081,0.009068,-0.094015,-0.00752,-0.159603,0.026676,0.162068,0.016073,-0.031553,-0.048209,0.0259,-0.069702,-0.115844,0.111162,-0.085048,democrat
0.012607,-0.010804,0.01714,-0.063473,0.041534,-0.111497,-0.073043,-0.00883,-0.032494,-0.081037,-0.144549,-0.145925,-0.038613,-0.020388,-0.068523,0.013053,democrat
0.005572,-0.059689,0.046803,-0.087579,-0.030708,-0.045465,-0.006154,0.04687,-0.092046,-0.04351,-0.071645,-0.00783,-0.203557,-0.069629,-0.051356,0.098235,democrat
0.052518,0.027781,0.00365,-0.115101,-0.03115,-0.061243,-0.001611,0.041311,-0.045377,-0.079812,-0.049197,-0.017501,-0.186925,-0.096898,-0.045972,0.037085,democrat
0.001884,-0.001326,0.046601,-0.242741,-0.0144,-0.147492,0.056434,0.102464,-0.061487,-0.17105,-0.081015,-0.010794,-0.269225,-0.015109,-0.095227,0.100338,democrat
-0.074782,-0.009267,0.027786,0.045065,-0.154975,-0.177672,0.041333,0.087017,-0.011387,-0.04038,-0.00227,-0.049225,-0.259702,0.01477,0.006663,0.016627,republican
-0.030304,-0.047701,0.044993,-0.035642,-0.05847,-0.041557,-0.017577,-0.080207,0.037994,-0.020618,-0.045178,0.035666,-0.004389,-0.052865,-0.035247,0.068538,republican
0.076128,-0.04119,-0.018609,-0.197208,-0.090074,-0.14394,-0.038293,0.138467,0.050647,-0.105256,-0.128238,0.059303,-0.298375,-0.106166,-0.152643,0.011856,democrat
0.105747,-0.028947,-0.036027,-0.081159,-0.073777,-0.047712,0.044252,0.063558,-0.020833,-0.124426,0.066983,-0.016218,-0.086855,0.036866,-0.022272,-0.013025,democrat
0.038017,0.051959,0.031351,-0.119607,-0.044675,-0.111719,-0.006503,-0.004868,-0.001732,-0.050763,-0.053233,0.009372,-0.161979,-0.017996,-0.015625,0.019067,democrat
0.022928,-0.029627,0.008423,0.092253,0.016395,-0.087065,0.073131,0.050068,0.064411,-0.054272,0.01982,0.002601,0.023073,0.027729,0.047876,-0.038956,republican
0.006327,0.012541,0.00383,-0.225495,-0.07823,-0.144997,-0.005232,0.047267,0.023074,-0.011869,-0.127862,0.004734,-0.048232,-0.031041,-0.062115,0.119961,democrat
-0.028699,-0.058706,0.020575,0.019884,0.037284,-0.032293,-0.056667,0.02322,0.050128,-0.019975,0.036481,-0.000263,-0.027216,0.021869,0.053656,0.030974,republican
-0.028673,-0.022917,0.00154,0.105443,0.072088,0.059427,-0.00613,-0.060936,0.044625,0.121832,0.042216,0.006636,0.085279,0.04612,0.038262,0.000235,republican
0.003533,-0.03513,-0.048672,-0.104929,-0.020117,-0.095793,0.01047,-0.004534,0.026354,-0.126168,-0.023903,0.004918,-0.111348,-0.020605,-0.07263,0.015501,republican
-0.013275,-0.039837,0.035288,0.12872,0.074193,0.044462,-0.040376,-0.08797,0.01584,0.077485,0.065398,0.034975,0.08646,0.038945,0.037549,-0.02042,republican
-0.028673,-0.022917,0.00154,0.105443,0.072088,0.059427,-0.00613,-0.060936,0.044625,0.121832,0.042216,0.006636,0.085279,0.04612,0.038262,0.000235,republican
0.035795,0.000398,-0.106867,-0.240774,-0.002086,-0.187574,0.039791,0.087159,-0.0453,-0.103107,-0.179704,-0.070649,-0.195445,-0.088449,-0.05225,0.104182,democrat
-0.013275,-0.039837,0.035288,0.12872,0.074193,0.044462,-0.040376,-0.08797,0.01584,0.077485,0.065398,0.034975,0.08646,0.038945,0.037549,-0.02042,republican
0.084521,-0.033803,-0.093711,-0.042507,-0.020602,-0.093876,-0.041145,-0.008764,-0.089035,-0.02168,-0.027557,-0.054357,-0.139842,-0.047988,0.0165,0.012622,democrat
-0.005126,-0.052409,0.029844,0.134034,-0.002449,0.055784,-0.052321,-0.118533,0.019442,0.09132,0.074593,0.029297,0.068246,0.016858,0.035882,-0.011393,republican
0.06461,-0.027502,0.033549,-0.127496,0.022572,-0.135661,-0.026651,0.086651,0.025588,-0.022051,-0.053275,0.050451,-0.102808,0.000172,-0.0607,0.026732,democrat
0.039117,-0.015979,-0.039923,-0.090882,-0.08503,-0.062709,-0.011862,0.038872,-0.024794,-0.12671,-0.081635,0.022126,-0.08141,-0.017216,-0.037125,-0.002529,democrat
-0.056074,0.013745,0.039732,-0.05323,0.008026,-0.038521,-0.012367,-0.055303,0.03233,-0.064439,-0.04138,0.043241,0.003341,-0.009859,-0.040285,0.028099,republican
-0.044628,-0.005501,-0.021705,0.017152,-0.055977,-0.028667,0.042004,0.068882,0.007118,0.016804,0.071978,-0.054324,-0.056017,0.032432,-0.015235,0.031226,republican
-0.097398,0.051986,0.002527,-0.066036,-0.099267,-0.201484,0.163458,0.083954,-0.02588,-0.014138,-0.105914,0.029517,-0.232623,-0.026116,-0.044545,0.075197,republican
0.10674,-0.001277,0.012045,0.036503,0.01935,0.015264,0.053397,-0.057026,-0.007208,0.109992,0.03056,-0.089203,-0.033715,0.00517,-0.056014,-0.018034,democrat
0.099131,-0.091643,-0.080995,-0.01962,-0.060946,-0.057034,-0.01108,0.050752,-0.034997,-0.071619,-0.026004,-0.002118,-0.091953,-0.008648,-0.011028,-0.017381,democrat
0.063423,-0.051014,-0.057908,-0.239459,-0.127177,-0.167166,0.086498,0.102255,0.042276,-0.136097,-0.130978,-0.01865,-0.145505,-0.019447,-0.06854,0.092082,democrat
0.058555,-0.070015,-0.099594,-0.212572,-0.119071,-0.13941,0.05791,0.116112,0.012341,-0.139211,-0.168957,-0.024088,-0.165769,-0.071196,-0.081444,0.083207,democrat
0.062506,0.061317,0.01488,-0.126774,0.026793,-0.123593,0.050524,-0.040948,-0.033335,-0.053971,-0.084658,0.034311,-0.123752,-0.019068,-0.081802,-0.007687,democrat
0.03961,-0.01231,0.007825,-0.075149,-0.000272,-0.058442,0.00692,0.099068,0.018769,-0.117651,-0.098855,0.061851,-0.11614,-0.008317,-0.054389,-0.028838,democrat
-0.088536,-0.075413,-0.075778,-0.201205,-0.086274,-0.215573,0.244968,0.149454,-0.128981,-0.067871,-0.12697,0.011629,-0.16104,-0.121558,-0.155577,-0.065872,democrat
0.093238,0.021854,-0.105213,-0.230875,-0.028935,-0.228535,0.106088,0.042664,0.002389,-0.141835,-0.142848,0.020051,-0.158634,-0.194454,-0.102617,-0.080309,democrat
-0.026925,0.020779,0.004821,0.07079,0.067362,0.096505,0.020615,-0.034273,0.028854,0.065911,0.097224,-0.012901,0.070114,0.039886,0.014114,-0.004284,republican
0.107629,0.039722,-0.079238,-0.139575,0.026383,-0.077378,0.059653,-0.017217,0.126123,-0.027163,-0.022344,-0.068508,-0.041679,-0.080016,-0.007731,-0.124203,democrat
0.052636,0.06605,-0.123519,0.023545,0.041291,-0.004467,0.079512,0.075086,-0.034256,-0.090046,0.019798,-0.043687,-0.043516,0.007821,0.032379,0.071667,democrat
-0.029079,0.003873,-0.045792,-0.017518,0.019861,-0.003521,0.015926,-0.022048,0.048852,0.005012,0.004062,-0.007444,-0.018866,0.026805,-0.02018,0.00249,republican
0.034939,0.008337,-0.054242,-0.141853,-0.005074,-0.036347,0.067809,0.128791,-0.013321,-0.122133,-0.071997,-0.02197,-0.069059,-0.015108,-0.052189,0.035993,democrat
0.041222,0.02549,-0.11392,-0.251577,-0.116454,-0.160761,-0.0587,0.073541,-0.045746,-0.18103,-0.099196,-0.006894,-0.202971,-0.058871,-0.121486,0.015007,democrat
-0.030896,0.009036,0.024584,0.116446,0.064047,0.05882,-0.047111,-0.093629,0.013778,0.047499,0.078391,0.036873,0.075976,0.059865,0.030844,-0.051833,republican
0.023313,0.027731,-0.121002,-0.237119,-0.139362,-0.110692,0.044439,0.104794,0.008218,-0.199183,-0.142971,-0.020293,-0.186736,-0.029356,-0.094854,0.020381,democrat
0.077924,-0.075192,-0.085609,-0.234952,-0.113652,-0.11669,0.091389,0.148435,-0.001369,-0.165146,-0.126942,-0.045523,-0.170452,-0.09835,-0.098888,0.1101,democrat
0.046208,-0.028931,-0.02128,-0.128771,-0.085095,-0.089859,0.057707,0.057707,0.035988,-0.049263,-0.079831,-0.002673,-0.051843,0.020788,-0.016803,0.058415,democrat
0.104349,0.059859,-0.050299,-0.194738,-0.059596,-0.111153,0.001938,0.068049,0.067708,-0.05921,-0.014362,-0.108515,-0.026315,-0.038475,-0.088431,0.021036,democrat
0.040523,-0.089181,-0.023982,-0.115035,-0.004552,-0.087432,0.050685,0.033447,0.014705,-0.122117,0.005119,-0.018415,-0.105547,-0.06868,-0.083368,0.073807,republican
-0.005451,-0.027437,0.006994,-0.153475,-0.125677,-0.062524,0.037898,-0.00015,-0.076889,-0.005108,-0.039629,-0.070456,-0.149743,-0.019604,-0.020475,0.154075,democrat
0.041341,-0.047931,-0.062967,-0.101885,-0.076989,-0.062103,0.029119,0.071565,0.006053,-0.052377,-0.11781,-0.008111,-0.072107,-0.030961,-0.029707,0.04954,democrat
0.039617,-0.021691,-0.015269,-0.063761,-0.055345,-0.078807,0.033702,-0.010766,-0.051593,-0.109284,-0.116773,-0.017071,-0.1014,-0.055136,0.023027,0.043605,democrat
-0.014172,-0.047095,-0.026162,0.10995,0.085613,0.109903,-0.001238,-0.014757,0.00098,0.092783,0.046251,-0.020237,0.060333,-0.032783,0.007915,0.018253,republican
0.014666,-0.058194,-0.029659,-0.025396,0.029413,-0.025715,0.015058,-0.040734,-0.038748,-0.058177,0.064291,-0.036485,0.041059,-0.015257,-0.0127,0.057422,republican
0.016137,0.212601,0.027983,0.064758,0.004029,-0.033621,0.023562,-0.013129,0.04118,-0.057265,0.062238,0.06244,-0.106476,-0.033535,0.0182,0.146421,democrat
-0.023302,-0.062434,0.034209,-0.234256,-0.069361,-0.057744,-0.097566,0.081011,0.009776,-0.021441,0.049069,0.041095,-0.134548,-0.069222,-0.048997,0.033493,democrat
0.035401,-0.017702,-0.054327,-0.000346,0.01835,-0.049783,0.041567,0.01011,0.052931,-0.101477,0.052956,0.028857,0.039264,-0.008294,0.144244,0.02164,republican
0.080975,-0.051028,0.026453,-0.127875,-0.077571,-0.082105,0.056941,0.062996,-0.006508,-0.119545,-0.014634,0.004231,-0.055345,-0.013542,-0.03496,0.064652,democrat
-0.029191,-0.062375,-0.027172,0.004151,-0.047475,-0.03656,-0.075448,-0.036976,0.006564,-0.029035,0.053701,-0.039988,0.007514,0.01297,0.070921,0.057283,republican
0.00394,-0.06192,-0.00134,0.018032,0.032111,-0.032845,-0.011585,-0.043423,0.022127,-0.009348,0.014251,0.018998,-0.007202,-0.00129,-0.014188,0.013247,republican
-0.018143,-0.058838,-0.006399,0.155606,0.082298,0.072218,-0.068963,-0.074113,-0.014095,0.074371,0.027419,0.029537,0.066195,-0.012804,0.024645,-0.029295,republican
0.063268,-0.095117,-0.039031,-0.167627,-0.11725,-0.147507,-0.001235,0.076874,0.007495,-0.193766,-0.165362,-0.055545,-0.133594,-0.06087,-0.115806,0.044148,democrat
-0.049972,0.077637,-0.010919,-0.04002,0.01101,-0.112879,0.037702,0.061002,0.078221,-0.002517,-0.0384,-0.016434,0.015021,0.003996,-0.003428,0.011833,republican
0.103289,-0.002509,-0.090072,-0.192052,-0.045288,-0.008111,-0.040022,0.063845,0.0424,-0.052099,0.069917,-0.058989,-0.111209,-0.010008,-0.00369,0.047823,democrat
-0.008804,-0.000728,0.028089,0.000844,-0.053382,-0.13088,-0.001754,0.009064,0.055099,-0.003042,-0.019016,0.00433,0.008471,-0.046186,0.000897,0.031617,republican
0.111143,0.013011,-0.122217,-0.140248,-0.076156,-0.115983,0.024059,0.155924,0.056417,-0.061977,0.050538,-0.003498,-0.175014,-0.021279,-0.106418,0.106515,democrat
-0.051723,-0.037091,0.086336,-0.061485,0.028765,-0.029608,-0.017234,0.049321,0.048682,-0.071015,0.009873,0.000648,-0.010872,-0.034774,0.016821,0.104132,republican
0.025125,0.001337,0.028728,-0.112166,-0.072898,-0.111833,-0.101964,-0.003612,0.027842,-0.081513,-0.062237,-0.106969,-0.016572,0.047194,-0.117438,-0.015179,democrat
0.064681,0.01644,-0.068635,0.025948,-0.047632,-0.065775,0.057612,-0.082039,-0.059404,-0.079114,-0.093687,0.040119,-0.004344,-0.067854,-0.033089,0.093095,republican
-0.028673,-0.022917,0.00154,0.105443,0.072088,0.059427,-0.00613,-0.060936,0.044625,0.121832,0.042216,0.006636,0.085279,0.04612,0.038262,0.000235,republican
-0.028673,-0.022917,0.00154,0.105443,0.072088,0.059427,-0.00613,-0.060936,0.044625,0.121832,0.042216,0.006636,0.085279,0.04612,0.038262,0.000235,republican
0.050897,0.010087,-0.000718,-0.209434,0.003126,-0.143004,0.014226,0.104218,-0.018752,-0.190689,-0.129126,-0.087597,-0.231379,-0.097546,-0.129691,0.043322,democrat
0.042677,-0.072275,0.02663,-0.026728,0.04295,0.012594,0.055374,0.021222,-0.005293,-0.061218,0.098281,-0.023872,-0.016567,-0.055599,-0.049075,0.067033,republican
0.059742,-0.046503,-0.008137,-0.10061,0.030678,-0.107904,-0.055238,0.100509,-0.004347,-0.025165,-0.091255,0.045013,-0.123073,-0.051577,-0.073603,0.017857,democrat
0.024082,-0.067563,-0.033775,-0.251384,-0.01353,-0.152467,0.006838,0.092338,0.043346,-0.150679,-0.137543,0.010967,-0.201038,-0.175735,0.003632,0.023479,democrat
0.050804,-0.01099,0.021959,-0.113594,0.025669,-0.063958,-0.053393,0.114968,0.003821,-0.091295,-0.055834,-0.03432,-0.107244,-0.04031,-0.131401,-0.005066,democrat
0.011412,-0.05012,-0.043883,0.084436,0.058315,0.104167,-0.056149,0.020052,-0.024946,0.041219,0.124159,0.107095,0.050509,-0.019538,-0.019301,-0.030132,republican
-0.003893,-0.012123,-0.100309,-0.03468,0.033669,0.040086,0.045716,0.036336,-0.018733,-0.013828,0.027685,0.02548,-0.074807,-0.069599,-0.016878,0.038911,republican
0.006732,-0.029303,0.043205,-0.019163,0.056864,0.061087,0.032439,-0.044473,-0.044061,0.01223,0.094676,0.037306,-0.036743,0.004768,0.035321,-0.073754,democrat
0.020605,-0.118136,-0.013969,-0.201742,-0.04461,-0.112841,0.057811,0.151863,-0.082487,-0.217011,-0.12241,0.000062,-0.178173,-0.035249,-0.110023,0.110155,democrat
-0.032537,-0.104133,-0.066113,-0.251488,-0.142049,-0.147519,0.01432,0.136529,-0.095484,-0.162263,-0.058149,0.000065,-0.172356,-0.093969,-0.112576,0.035374,democrat
-0.018071,-0.020895,0.007546,-0.140255,-0.082036,-0.095433,-0.063445,0.020695,-0.068767,-0.05478,-0.032518,0.024192,-0.105677,0.060382,-0.062229,0.051366,democrat
-0.018394,0.012056,-0.072607,-0.039186,0.020144,-0.010389,0.040824,-0.009844,0.024912,0.015221,0.023649,0.052353,-0.049861,0.009304,0.013469,0.020893,republican
-0.097936,-0.140569,0.028801,-0.124895,-0.126569,-0.059013,0.013296,0.125003,-0.056962,-0.113381,0.017319,-0.106262,0.030541,-0.081099,-0.113844,-0.075883,democrat
-0.036032,-0.112015,-0.095211,-0.211674,-0.190024,-0.190528,0.105096,0.133633,0.002775,-0.196743,-0.089821,0.043595,-0.071214,-0.127877,-0.025388,-0.104214,democrat
-0.060676,0.038667,0.098901,0.032849,0.061541,0.09206,0.033404,-0.010861,0.088283,0.0637,0.020575,0.043492,0.038196,-0.002791,-0.02421,0.024698,democrat
-0.008355,0.032934,-0.007821,0.032414,-0.131038,-0.02346,0.084054,-0.021683,-0.051262,-0.024368,0.12042,0.086234,0.009356,-0.083691,-0.076917,0.160649,democrat
-0.029079,0.003873,-0.045792,-0.017518,0.019861,-0.003521,0.015926,-0.022048,0.048852,0.005012,0.004062,-0.007444,-0.018866,0.026805,-0.02018,0.00249,republican
-0.035567,0.029683,-0.037483,0.049742,0.059245,0.080915,0.013779,-0.063906,-0.018312,0.043017,0.105248,-0.046949,0.123057,0.053073,0.033045,0.012998,democrat
0.025467,0.044637,-0.07039,-0.148811,-0.091861,-0.010666,0.049128,0.092569,-0.01178,-0.138284,-0.04981,-0.02575,-0.097756,-0.016275,-0.060561,0.013607,democrat
-0.07077,-0.001981,0.00652,-0.02235,-0.154641,-0.125989,0.110803,0.136859,-0.033248,-0.081006,0.047015,-0.214278,-0.186309,-0.001675,-0.042228,0.089948,republican
-0.011458,-0.045,-0.035088,-0.005244,0.030006,-0.01788,0.022661,-0.016389,0.050913,0.034998,-0.008931,-0.009341,-0.008383,0.005885,-0.013475,0.033902,republican
-0.011458,-0.045,-0.035088,-0.005244,0.030006,-0.01788,0.022661,-0.016389,0.050913,0.034998,-0.008931,-0.009341,-0.008383,0.005885,-0.013475,0.033902,republican
0.021603,0.004754,-0.022133,-0.151373,-0.04762,-0.043987,-0.051275,0.190285,0.040269,-0.033532,-0.028004,-0.027801,-0.177646,-0.049563,-0.030862,0.060747,democrat
0.015401,-0.018706,-0.036864,-0.236155,-0.028046,-0.175128,0.083208,0.141529,-0.032051,-0.17208,-0.088058,-0.009077,-0.210445,-0.15026,-0.064305,-0.005951,democrat
0.013322,-0.034206,-0.136936,-0.145367,-0.008413,-0.03722,0.074506,0.080883,-0.012445,-0.100662,-0.023462,0.009502,-0.168469,-0.109834,-0.068615,0.072578,democrat
0.039304,-0.034094,-0.078405,-0.163215,-0.018795,-0.112223,0.053835,0.056003,-0.084644,-0.084953,-0.028972,0.029413,-0.013352,-0.102996,-0.114928,-0.054784,democrat
-0.056971,0.006486,-0.021717,-0.072,0.019447,0.02692,0.026771,0.01791,0.01747,-0.049142,-0.060526,-0.01197,-0.022786,-0.081586,-0.06992,0.066772,democrat
-0.016069,-0.05214,-0.010858,0.01143,-0.01406,0.121999,0.001253,-0.046349,-0.017669,0.057089,0.023123,-0.061945,-0.045407,-0.044391,-0.012186,-0.07135,democrat
-0.036199,-0.009981,-0.08535,-0.321091,-0.090936,-0.157826,0.127446,0.107967,-0.070428,-0.147996,-0.061784,0.004,-0.125529,-0.015198,-0.171842,0.006738,democrat
0.024,0.003903,-0.134831,-0.282331,-0.043441,-0.176304,0.1557,0.072287,-0.078431,-0.140001,-0.125446,-0.052202,-0.138668,-0.153056,-0.112505,0.014259,democrat
-0.054257,0.008582,-0.030644,-0.187194,-0.03616,-0.100862,0.05067,0.016278,0.067403,-0.106926,-0.115709,-0.001075,-0.091502,-0.042919,-0.091309,0.082421,democrat
0.108719,-0.109032,-0.018113,-0.1884,-0.109443,-0.14662,0.022897,0.094367,-0.05894,-0.253839,-0.080578,0.011155,-0.168091,-0.1127,-0.100313,0.068788,democrat
-0.132379,-0.075506,-0.138863,-0.223043,-0.052849,-0.041563,-0.017459,0.210267,-0.021216,-0.199262,-0.039387,-0.145608,-0.18042,-0.109309,0.052755,-0.06827,democrat
0.100905,-0.012159,-0.096749,0.031287,-0.030868,0.071764,0.066201,-0.006741,-0.056271,0.014267,0.034738,-0.014756,0.005376,0.009369,-0.050571,-0.052639,democrat
-0.014578,-0.020305,-0.073493,-0.013011,0.033386,0.046955,0.020817,0.024132,0.005206,-0.024037,0.008097,-0.034316,-0.043813,-0.052098,-0.050527,0.020508,republican
-0.014139,0.125163,-0.147834,-0.088284,-0.019318,-0.100322,-0.050467,0.080301,0.04525,-0.116339,-0.197385,0.056722,-0.033026,-0.108809,-0.24837,0.145048,republican
-0.125313,0.002669,-0.051488,-0.080996,-0.032318,-0.009915,0.041706,0.099667,0.065485,-0.023534,-0.020621,0.164123,0.126691,-0.136346,-0.065644,0.116261,democrat
-0.02536,0.020277,-0.058424,0.103318,-0.071387,0.045465,-0.002473,-0.002183,0.001808,-0.072686,-0.043029,-0.040555,0.1217,0.04372,-0.177629,0.154659,democrat
-0.023869,-0.077248,-0.042844,-0.14488,-0.099127,-0.04021,0.071694,0.082006,-0.053822,0.002439,-0.060439,0.041012,-0.112805,-0.082906,-0.146902,-0.012646,democrat
0.006193,-0.038788,-0.095523,-0.163975,0.041587,-0.008601,-0.002006,0.036747,-0.064101,0.029128,0.002961,-0.027388,-0.169266,-0.10238,-0.054526,-0.013025,democrat
-0.055162,-0.031593,-0.052003,-0.17575,-0.044128,-0.117598,0.071912,0.036756,-0.060944,-0.005241,-0.065645,0.039515,-0.016701,0.031272,-0.095957,-0.022409,democrat
-0.077078,-0.02794,0.015253,0.111394,0.032591,0.033564,-0.003027,-0.068522,0.024419,0.0559,0.099871,0.055596,0.127905,0.024652,0.062581,-0.119509,republican
0.003972,-0.035329,0.001931,-0.030483,-0.023128,-0.13241,0.192866,0.14963,-0.020427,-0.051967,-0.001714,-0.093054,-0.132325,-0.000007,-0.246961,0.004436,republican
-0.011528,0.003859,0.038569,0.094066,0.069467,0.08154,-0.013631,-0.061307,0.000068,0.021564,0.120406,0.015438,0.071294,0.03271,0.013401,-0.02494,republican
0.010851,0.019723,-0.082813,0.033306,0.062809,-0.077024,-0.097904,0.012602,-0.06618,-0.0544,-0.117625,-0.053639,-0.012829,-0.079195,-0.03605,0.089799,republican
-0.022254,0.000133,0.066887,0.137494,0.072164,0.07441,-0.040275,-0.063996,0.060944,0.070394,0.070366,0.07092,0.023033,0.046677,0.011913,-0.069115,republican
-0.018549,-0.032048,-0.05373,0.032645,0.03007,0.00927,-0.046908,-0.035224,-0.009869,-0.042448,-0.010735,0.015457,-0.03795,-0.032119,-0.033797,-0.027041,republican
-0.011458,-0.045,-0.035088,-0.005244,0.030006,-0.01788,0.022661,-0.016389,0.050913,0.034998,-0.008931,-0.009341,-0.008383,0.005885,-0.013475,0.033902,republican
0.039506,-0.048694,-0.019063,-0.142548,0.023378,-0.075712,0.023129,-0.018853,0.009058,-0.053218,-0.108626,0.046206,-0.087362,-0.158659,-0.012475,-0.027916,democrat
-0.009304,-0.028094,0.015525,0.083064,0.077508,0.082146,0.02735,-0.028614,0.030915,0.095897,0.084231,-0.014799,0.080597,0.018966,0.020819,0.027128,democrat
0.033329,-0.016081,0.03574,-0.061007,-0.020694,-0.060898,-0.012172,0.059111,0.070285,0.033141,-0.154999,-0.052051,-0.19489,-0.079176,-0.07369,0.026575,democrat
-0.028673,-0.022917,0.00154,0.105443,0.072088,0.059427,-0.00613,-0.060936,0.044625,0.121832,0.042216,0.006636,0.085279,0.04612,0.038262,0.000235,republican
0.007911,-0.050177,-0.021103,-0.027624,0.035426,0.00484,0.05614,0.015934,0.037203,0.009063,0.033084,-0.030776,-0.013065,-0.021269,-0.030918,0.060795,republican
0.070469,-0.042777,-0.036456,-0.144038,0.02798,-0.100774,-0.028595,0.103198,-0.065223,-0.073995,-0.041215,-0.010469,-0.074811,-0.065543,-0.072116,0.062032,democrat
0.00394,-0.06192,-0.00134,0.018032,0.032111,-0.032845,-0.011585,-0.043423,0.022127,-0.009348,0.014251,0.018998,-0.007202,-0.00129,-0.014188,0.013247,republican
-0.067316,-0.024322,0.110681,0.023348,0.030189,-0.002055,0.012487,0.129799,0.014455,-0.082845,-0.006234,-0.050583,-0.062493,-0.056734,-0.1166,0.030141,republican
0.01557,0.013514,-0.068227,-0.119473,-0.010494,-0.059067,0.03433,0.096469,0.000389,-0.096198,-0.114012,-0.000535,-0.064377,0.012046,-0.034746,0.0091,democrat
0.102914,0.068872,-0.051908,-0.176066,0.014014,-0.167028,-0.028944,0.051459,0.025091,-0.081248,-0.022802,0.006733,-0.033233,-0.01391,-0.036385,-0.017136,democrat
-0.007864,-0.023865,-0.080546,0.010976,0.030354,0.002402,-0.02201,-0.023021,-0.033809,-0.03224,0.008852,0.075254,-0.068944,-0.049619,-0.000148,-0.008638,republican
0.058979,-0.017487,0.02181,-0.097528,0.005148,-0.035723,0.040399,0.131391,0.005059,-0.143586,-0.05684,0.040416,-0.120823,-0.035471,-0.071833,-0.001945,democrat
-0.033599,-0.042003,-0.002031,-0.080949,-0.018093,-0.043896,-0.011194,0.069334,-0.077126,-0.134229,-0.100285,0.039372,-0.090312,0.05306,-0.047547,0.018182,democrat
0.01557,0.013514,-0.068227,-0.119473,-0.010494,-0.059067,0.03433,0.096469,0.000389,-0.096198,-0.114012,-0.000535,-0.064377,0.012046,-0.034746,0.0091,democrat
-0.093324,0.011302,-0.013224,0.003722,0.011798,-0.07682,-0.011511,0.059929,-0.05317,-0.033453,-0.043065,0.077832,-0.062173,-0.024239,0.004515,0.030444,republican
-0.05164,-0.055032,0.020757,-0.169915,-0.102059,-0.067415,0.0552,0.134792,0.004114,-0.005074,-0.00023,0.027189,-0.112555,-0.007998,-0.066154,0.013956,democrat
0.068088,-0.019428,-0.033961,-0.188886,-0.058871,-0.102243,0.022294,0.085811,-0.0029,-0.012699,-0.017223,-0.039048,-0.073941,-0.028706,-0.060166,0.100589,democrat
0.033346,0.072605,-0.030715,-0.186311,-0.049477,-0.089624,0.054387,0.024855,-0.033822,-0.055245,-0.026376,-0.074449,-0.114898,-0.024787,-0.013424,0.083897,democrat
0.068539,0.052557,0.060974,-0.158673,-0.010334,-0.108513,-0.035081,0.052869,0.006545,0.008696,0.00135,0.007045,-0.23702,-0.080677,-0.077918,0.04396,democrat
0.033623,-0.111708,0.022274,-0.223314,-0.129357,-0.129275,0.074453,0.107443,-0.04895,-0.200062,-0.075236,-0.000178,-0.176122,-0.005587,-0.098785,0.128057,democrat
0.056738,-0.064852,-0.029219,-0.078609,-0.074885,-0.077068,-0.005127,0.044531,-0.022733,-0.096724,-0.094628,0.020228,-0.070927,-0.038136,-0.03042,0.028884,democrat
-0.039128,-0.053544,0.014206,0.069766,0.027494,-0.092032,-0.00704,0.045748,-0.009498,0.014544,0.030958,-0.00077,-0.021457,0.053579,0.009868,0.006063,republican
-0.017122,0.031781,0.001767,-0.11421,-0.092892,-0.02504,-0.034396,0.070482,0.002639,-0.162021,-0.18327,0.074979,-0.144075,-0.090721,-0.095058,-0.013834,democrat
-0.080554,-0.060666,0.006837,-0.037349,-0.099,-0.12419,0.135799,-0.028053,-0.035233,-0.115253,-0.115545,-0.076719,0.002978,-0.125062,0.106299,-0.095431,democrat
0.026114,0.003469,0.017987,-0.056205,0.027876,-0.083016,0.005646,-0.049544,0.083122,-0.040769,-0.044917,0.029776,0.040939,-0.078968,-0.021491,0.029774,republican
0.053457,-0.033278,0.017911,-0.11081,-0.006349,-0.116147,0.035407,0.061237,0.0036,-0.107445,-0.065844,0.031344,-0.032449,0.035699,-0.015849,0.028732,democrat
-0.027331,0.047568,-0.042511,-0.052171,0.015135,0.033557,0.04267,0.004615,0.03308,-0.050909,0.05907,-0.026981,-0.034032,0.02057,-0.044329,-0.00203,republican
